ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,USUARIO_ID,MANTENIMIENTO_ID
1084,ROTURA,2024-08-17T00:00:00,ABIERTA,['923-46-0382'],['MNT-06275']
1085,DESGASTE,2023-11-19T00:00:00,ABIERTA,"['403-96-5290', '107-82-4582', '771-62-2785']","['MNT-07218', 'MNT-08554', 'MNT-08629']"
1086,ROTURA,2023-12-15T00:00:00,ABIERTA,"['019-68-8820', '628-97-3116']","['MNT-11644', 'MNT-12062']"
1087,ROTURA,2023-06-12T00:00:00,CERRADA,"['860-72-3281', '981-10-1586']",['MNT-06846']
1088,MAL FUNCIONAMIENTO,2023-12-21T00:00:00,ABIERTA,"['659-66-7094', '447-09-9879']",['MNT-14022']
1089,MAL FUNCIONAMIENTO,2024-06-12T00:00:00,ABIERTA,['610-54-6471'],['MNT-04969']
1090,ROTURA,2024-06-06T00:00:00,ABIERTA,"['390-75-5393', '730-11-6837']",['MNT-13410']
1091,VANDALISMO,2024-04-08T00:00:00,CERRADA,"['178-68-4628', '812-57-5305', '698-59-1216']",['MNT-08296']
1092,VANDALISMO,2024-10-03T00:00:00,CERRADA,"['199-96-0593', '840-85-3065', '940-06-7320']",['MNT-07003']
1093,ROTURA,2024-01-09T00:00:00,ABIERTA,"['080-93-0259', '625-28-2804', '045-65-0901']",['MNT-00433']
1094,VANDALISMO,2024-01-12T00:00:00,CERRADA,['256-64-1258'],"['MNT-01780', 'MNT-10460']"
1095,VANDALISMO,2024-03-18T00:00:00,CERRADA,['975-23-7703'],['MNT-11526']
1096,ROTURA,2024-02-12T00:00:00,ABIERTA,"['942-34-3656', '622-90-8309', '585-07-8812']",['MNT-08530']
1097,VANDALISMO,2024-01-16T00:00:00,ABIERTA,"['164-98-4369', '471-22-3474', '658-18-3902']",['MNT-11183']
1098,ROTURA,2024-09-04T00:00:00,CERRADA,"['662-34-0712', '946-74-3187']","['MNT-01867', 'MNT-14214']"
1099,MAL FUNCIONAMIENTO,2024-04-22T00:00:00,CERRADA,"['621-02-1637', '603-32-6713', '531-92-9792']",['MNT-02937']
1100,MAL FUNCIONAMIENTO,2024-03-16T00:00:00,ABIERTA,"['845-24-7134', '228-83-3117', '397-20-2580']","['MNT-12603', 'MNT-14835']"
1101,ROTURA,2024-06-21T00:00:00,CERRADA,['279-58-4701'],['MNT-06647']
1102,DESGASTE,2023-12-18T00:00:00,CERRADA,"['039-68-9067', '292-34-2410', '189-00-8735']",['MNT-04098']
1103,DESGASTE,2023-11-18T00:00:00,CERRADA,"['840-99-4096', '546-46-3686', '843-76-5622']",['MNT-06360']
1104,VANDALISMO,2024-06-30T00:00:00,ABIERTA,"['177-30-6027', '732-87-5918', '680-77-3971']",['MNT-14212']
1105,VANDALISMO,2024-05-27T00:00:00,CERRADA,"['215-07-8885', '855-12-9673', '419-09-9378']",['MNT-07449']
1106,DESGASTE,2024-06-17T00:00:00,ABIERTA,['873-27-3314'],['MNT-10704']
1107,ROTURA,2024-03-01T00:00:00,CERRADA,"['269-83-5520', '235-91-4615', '517-49-3292']",['MNT-02153']
1108,ROTURA,2024-04-01T00:00:00,CERRADA,['527-28-8772'],"['MNT-06880', 'MNT-13592']"
1109,MAL FUNCIONAMIENTO,2024-04-12T00:00:00,ABIERTA,"['325-54-0037', '705-93-3880']",['MNT-14339']
1110,MAL FUNCIONAMIENTO,2024-02-09T00:00:00,ABIERTA,['612-87-1303'],"['MNT-11887', 'MNT-12689']"
1111,DESGASTE,2024-02-13T00:00:00,ABIERTA,"['720-15-9155', '797-63-0587']",['MNT-05315']
1112,DESGASTE,2024-09-05T00:00:00,ABIERTA,"['907-84-2126', '658-21-0331', '887-20-6732']","['MNT-02146', 'MNT-10217']"
1113,ROTURA,2023-11-27T00:00:00,ABIERTA,"['561-38-0567', '477-79-0821']",['MNT-08398']
1114,MAL FUNCIONAMIENTO,2024-06-29T00:00:00,ABIERTA,"['494-30-4726', '390-09-3683', '471-78-0270']",['MNT-06779']
1115,MAL FUNCIONAMIENTO,2024-07-10T00:00:00,CERRADA,"['059-92-3603', '700-69-2316']",['MNT-06015']
1116,ROTURA,2023-11-18T00:00:00,ABIERTA,"['215-12-5326', '449-46-6763']",['MNT-05905']
1117,DESGASTE,2024-03-18T00:00:00,CERRADA,['874-79-6710'],"['MNT-08406', 'MNT-09228', 'MNT-10737']"
1118,MAL FUNCIONAMIENTO,2024-03-27T00:00:00,ABIERTA,"['784-07-4864', '615-75-5877']","['MNT-05129', 'MNT-11083']"
1119,MAL FUNCIONAMIENTO,2024-06-27T00:00:00,ABIERTA,"['809-14-3723', '413-38-1234']",['MNT-08510']
1120,DESGASTE,2023-11-28T00:00:00,ABIERTA,['014-05-0315'],['MNT-04777']
1121,ROTURA,2024-07-13T00:00:00,ABIERTA,['526-22-1071'],['MNT-03842']
1122,MAL FUNCIONAMIENTO,2024-04-08T00:00:00,ABIERTA,['010-70-9767'],['MNT-06184']
1123,VANDALISMO,2024-08-10T00:00:00,CERRADA,"['121-88-8557', '135-59-9270']","['MNT-03489', 'MNT-05931']"
1124,MAL FUNCIONAMIENTO,2023-11-04T00:00:00,CERRADA,"['171-16-3375', '120-40-5541', '610-62-0850']",['MNT-04421']
1125,ROTURA,2024-09-16T00:00:00,ABIERTA,['584-72-9130'],"['MNT-03803', 'MNT-06320']"
1126,VANDALISMO,2023-12-20T00:00:00,ABIERTA,"['213-75-6898', '562-77-2383', '470-50-2258']","['MNT-08668', 'MNT-09919']"
1127,ROTURA,2024-01-05T00:00:00,CERRADA,"['001-15-2942', '579-97-3631']",['MNT-06994']
1128,ROTURA,2024-05-15T00:00:00,ABIERTA,"['863-90-5901', '947-30-9668']",['MNT-00711']
1129,VANDALISMO,2023-11-24T00:00:00,CERRADA,"['036-42-1816', '257-52-0991', '019-32-5481']",['MNT-04758']
1130,ROTURA,2024-01-22T00:00:00,CERRADA,"['104-61-6034', '852-10-4702']",['MNT-12258']
1131,ROTURA,2024-09-22T00:00:00,CERRADA,"['279-72-0160', '526-49-3445', '373-16-3388']",['MNT-12446']
1132,DESGASTE,2024-05-26T00:00:00,ABIERTA,"['035-74-4434', '956-47-2791', '548-58-8024']",['MNT-09935']
1133,ROTURA,2023-10-26T00:00:00,ABIERTA,['761-13-3157'],['MNT-04460']
1134,VANDALISMO,2023-01-11T00:00:00,ABIERTA,"['254-90-3413', '981-26-6217', '641-25-2762']",['MNT-11534']
1135,VANDALISMO,2024-03-18T00:00:00,CERRADA,"['488-89-2386', '373-82-6387', '347-51-9665']",['MNT-08280']
1136,DESGASTE,2024-02-13T00:00:00,ABIERTA,"['585-59-0773', '127-95-8443', '661-99-6764']","['MNT-01533', 'MNT-02505']"
1137,MAL FUNCIONAMIENTO,2023-11-02T00:00:00,CERRADA,"['726-02-6485', '680-73-1573', '525-09-5521']",['MNT-06574']
1138,VANDALISMO,2024-03-26T00:00:00,ABIERTA,['294-78-3901'],['MNT-05881']
1139,VANDALISMO,2024-10-09T00:00:00,ABIERTA,"['478-09-0211', '125-29-4743']",['MNT-06820']
1140,VANDALISMO,2024-08-24T00:00:00,ABIERTA,"['602-70-0869', '358-06-6698', '217-98-1971']",['MNT-03600']
1141,MAL FUNCIONAMIENTO,2024-09-05T00:00:00,ABIERTA,"['715-49-7072', '869-16-8239']",['MNT-04298']
1142,MAL FUNCIONAMIENTO,2024-05-21T00:00:00,CERRADA,['980-53-2526'],['MNT-13618']
1143,MAL FUNCIONAMIENTO,2024-05-13T00:00:00,ABIERTA,"['171-95-1630', '404-67-4765', '743-57-7351']",['MNT-08518']
1144,DESGASTE,2023-11-10T00:00:00,ABIERTA,"['379-94-7769', '097-64-2088']",['MNT-05248']
1145,ROTURA,2024-05-16T00:00:00,ABIERTA,"['411-12-5525', '039-34-4269', '742-50-7006']",['MNT-01008']
1146,VANDALISMO,2023-12-11T00:00:00,CERRADA,"['502-21-0491', '737-64-4266', '484-91-2920']",['MNT-06846']
1147,MAL FUNCIONAMIENTO,2024-03-04T00:00:00,ABIERTA,"['567-92-9789', '694-21-5860']",['MNT-01379']
1148,MAL FUNCIONAMIENTO,2024-07-30T00:00:00,ABIERTA,"['680-63-4134', '838-49-7672', '433-21-5310']",['MNT-00725']
1149,MAL FUNCIONAMIENTO,2023-11-25T00:00:00,ABIERTA,['112-93-7666'],['MNT-09879']
1150,VANDALISMO,2024-07-03T00:00:00,CERRADA,"['795-02-8967', '584-50-3711', '830-94-1343']",['MNT-05743']
1151,VANDALISMO,2023-11-17T00:00:00,ABIERTA,['683-71-8727'],['MNT-11532']
1152,MAL FUNCIONAMIENTO,2024-08-12T00:00:00,CERRADA,"['651-00-8597', '322-91-1477']",['MNT-07160']
1153,VANDALISMO,2024-02-04T00:00:00,CERRADA,['827-00-1979'],['MNT-11232']
1154,VANDALISMO,2024-05-11T00:00:00,ABIERTA,['342-82-9356'],"['MNT-05088', 'MNT-06009']"
1155,ROTURA,2024-05-15T00:00:00,ABIERTA,"['278-74-0319', '750-43-8605', '663-65-4193']",['MNT-05927']
1156,MAL FUNCIONAMIENTO,2024-02-21T00:00:00,ABIERTA,"['602-02-2766', '911-98-2980']",['MNT-10412']
1157,MAL FUNCIONAMIENTO,2023-11-03T00:00:00,CERRADA,['056-53-3356'],['MNT-01758']
1158,ROTURA,2024-07-31T00:00:00,CERRADA,['880-23-1971'],['MNT-12575']
1159,VANDALISMO,2023-10-15T00:00:00,CERRADA,"['659-81-7114', '015-77-4999']",['MNT-11885']
1160,ROTURA,2024-04-17T00:00:00,CERRADA,"['570-12-7647', '277-22-2474', '804-36-5589']",['MNT-14870']
1161,MAL FUNCIONAMIENTO,2024-09-07T00:00:00,CERRADA,['112-64-2786'],['MNT-11901']
1162,ROTURA,2024-08-26T00:00:00,ABIERTA,"['335-05-7393', '883-84-8776']","['MNT-05360', 'MNT-08523']"
1163,ROTURA,2024-10-04T00:00:00,ABIERTA,"['334-43-7268', '253-77-2667', '303-28-0548']",['MNT-06031']
1164,ROTURA,2024-02-01T00:00:00,CERRADA,"['737-84-9799', '521-06-9995']",['MNT-04812']
1165,MAL FUNCIONAMIENTO,2024-05-30T00:00:00,ABIERTA,"['777-21-5401', '779-99-5071']",['MNT-07287']
1166,MAL FUNCIONAMIENTO,2024-07-12T00:00:00,ABIERTA,"['827-72-4027', '150-56-4132']","['MNT-06323', 'MNT-14304']"
1167,ROTURA,2024-10-06T00:00:00,CERRADA,"['927-13-6720', '808-92-0953', '569-10-7552']",['MNT-04471']
1168,MAL FUNCIONAMIENTO,2024-04-06T00:00:00,CERRADA,"['298-12-3344', '764-44-2180', '823-16-1675']",['MNT-07836']
1169,DESGASTE,2023-12-21T00:00:00,CERRADA,"['597-56-7596', '816-63-6772']",['MNT-04773']
1170,DESGASTE,2023-08-11T00:00:00,CERRADA,"['103-29-6215', '058-66-5315']",['MNT-13391']
1171,MAL FUNCIONAMIENTO,2023-12-22T00:00:00,CERRADA,"['219-25-5741', '286-98-0021']",['MNT-14337']
1172,MAL FUNCIONAMIENTO,2024-08-03T00:00:00,ABIERTA,['571-66-6912'],['MNT-09235']
1173,VANDALISMO,2024-08-12T00:00:00,ABIERTA,"['814-68-6795', '052-80-9480', '798-72-0588']",['MNT-13837']
1174,ROTURA,2023-12-31T00:00:00,ABIERTA,"['429-81-8261', '749-68-9147']",['MNT-05995']
1175,DESGASTE,2024-05-07T00:00:00,ABIERTA,"['833-23-8515', '805-23-6501']",['MNT-08020']
1176,MAL FUNCIONAMIENTO,2024-08-17T00:00:00,CERRADA,['887-52-7412'],"['MNT-03585', 'MNT-13604']"
1177,DESGASTE,2024-02-02T00:00:00,ABIERTA,['225-97-9420'],"['MNT-06291', 'MNT-07084']"
1178,ROTURA,2024-02-29T00:00:00,ABIERTA,['244-49-3426'],['MNT-07066']
1179,MAL FUNCIONAMIENTO,2023-10-19T00:00:00,ABIERTA,"['282-69-2115', '289-87-9489', '838-86-2859']",['MNT-02058']
1180,MAL FUNCIONAMIENTO,2023-12-10T00:00:00,ABIERTA,"['009-86-1309', '950-82-2839', '578-63-0664']",['MNT-14666']
1181,ROTURA,2024-05-06T00:00:00,CERRADA,"['507-21-4420', '935-59-3685']",['MNT-09058']
1182,ROTURA,2024-01-14T00:00:00,ABIERTA,['325-78-6077'],['MNT-07881']
1183,DESGASTE,2024-01-24T00:00:00,CERRADA,"['367-54-2287', '018-98-8792', '159-40-5926']",['MNT-02751']
1184,MAL FUNCIONAMIENTO,2023-11-11T00:00:00,ABIERTA,['840-00-9227'],['MNT-14038']
1185,ROTURA,2024-03-22T00:00:00,ABIERTA,"['938-33-4912', '224-84-5023']",['MNT-06013']
1186,MAL FUNCIONAMIENTO,2024-01-08T00:00:00,ABIERTA,"['458-50-3436', '343-24-1903', '738-03-3625']",['MNT-10189']
1187,VANDALISMO,2024-03-09T00:00:00,CERRADA,"['671-84-8399', '487-13-3421', '984-90-6560']","['MNT-05594', 'MNT-07525']"
1188,ROTURA,2024-09-03T00:00:00,ABIERTA,"['663-26-7532', '059-90-2299']",['MNT-08986']
1189,DESGASTE,2024-09-05T00:00:00,CERRADA,['499-18-1595'],['MNT-01440']
1190,MAL FUNCIONAMIENTO,2024-07-25T00:00:00,CERRADA,['343-37-8126'],"['MNT-11271', 'MNT-12277']"
1191,ROTURA,2023-12-21T00:00:00,CERRADA,"['615-84-5908', '092-31-8274', '603-05-7306']",['MNT-12745']
1192,VANDALISMO,2024-08-22T00:00:00,ABIERTA,"['476-77-3216', '772-45-1594']","['MNT-12515', 'MNT-13467', 'MNT-13992']"
1193,VANDALISMO,2024-03-23T00:00:00,CERRADA,"['471-04-4407', '710-78-0809']",['MNT-05342']
1194,DESGASTE,2024-02-05T00:00:00,ABIERTA,"['170-60-9867', '180-41-1753', '536-46-4252']",['MNT-08286']
1195,VANDALISMO,2024-08-04T00:00:00,ABIERTA,"['570-04-0865', '494-30-4726']",['MNT-02055']
1196,DESGASTE,2024-08-24T00:00:00,ABIERTA,"['139-21-5938', '649-60-0258', '113-08-8771']",['MNT-05963']
1197,DESGASTE,2024-04-08T00:00:00,CERRADA,"['595-98-6264', '796-24-1570']",['MNT-09581']
1198,DESGASTE,2024-07-17T00:00:00,ABIERTA,"['116-33-1888', '658-70-2211', '444-70-9484']",['MNT-04769']
1199,DESGASTE,2024-04-10T00:00:00,CERRADA,"['665-98-4449', '795-01-7010']",['MNT-14110']
1200,VANDALISMO,2024-05-26T00:00:00,CERRADA,"['485-99-4841', '325-04-6080']","['MNT-04343', 'MNT-08829']"
1201,DESGASTE,2024-06-14T00:00:00,CERRADA,"['298-27-0066', '344-15-2060', '072-15-4894']","['MNT-08916', 'MNT-11687']"
1202,ROTURA,2024-09-02T00:00:00,ABIERTA,"['574-14-0054', '003-75-9074']",['MNT-05764']
1203,DESGASTE,2024-02-04T00:00:00,ABIERTA,"['499-12-3033', '276-73-9079']",['MNT-07984']
1204,MAL FUNCIONAMIENTO,2023-11-17T00:00:00,ABIERTA,"['099-35-1380', '958-58-6832', '062-35-7268']",['MNT-13399']
1205,MAL FUNCIONAMIENTO,2023-12-14T00:00:00,ABIERTA,"['427-54-7046', '995-94-2976']",['MNT-11110']
1206,VANDALISMO,2024-06-15T00:00:00,CERRADA,"['774-76-1002', '016-06-5913', '039-96-7492']","['MNT-07819', 'MNT-08330']"
1207,MAL FUNCIONAMIENTO,2024-09-19T00:00:00,CERRADA,"['861-09-3250', '421-16-1573', '260-95-7991']",['MNT-02250']
1208,MAL FUNCIONAMIENTO,2024-03-08T00:00:00,ABIERTA,"['648-92-4741', '315-28-7015']",['MNT-06778']
1209,MAL FUNCIONAMIENTO,2024-09-28T00:00:00,CERRADA,['488-60-7670'],['MNT-07202']
1210,ROTURA,2024-04-08T00:00:00,CERRADA,['574-34-7772'],"['MNT-12268', 'MNT-13666']"
1211,VANDALISMO,2024-08-27T00:00:00,ABIERTA,"['175-29-7506', '072-70-5138']",['MNT-09690']
1212,MAL FUNCIONAMIENTO,2024-12-02T00:00:00,ABIERTA,"['768-45-2762', '287-51-2064']","['MNT-03262', 'MNT-04218']"
1213,ROTURA,2023-10-16T00:00:00,ABIERTA,['347-51-9665'],['MNT-00089']
1214,VANDALISMO,2023-10-22T00:00:00,ABIERTA,"['580-53-0409', '870-68-2350']","['MNT-11389', 'MNT-12165']"
1215,ROTURA,2023-11-10T00:00:00,CERRADA,"['903-48-1022', '287-42-1811']",['MNT-07160']
1216,ROTURA,2023-12-10T00:00:00,ABIERTA,"['416-92-4256', '339-52-8693', '877-15-7376']",['MNT-08837']
1217,ROTURA,2023-11-19T00:00:00,CERRADA,"['482-25-9123', '222-71-1991']",['MNT-04312']
1218,MAL FUNCIONAMIENTO,2024-02-03T00:00:00,ABIERTA,"['036-99-0339', '054-47-6168']",['MNT-14265']
1219,ROTURA,2024-02-12T00:00:00,ABIERTA,"['465-28-5066', '021-72-0249', '723-65-7255']",['MNT-12559']
1220,VANDALISMO,2023-12-04T00:00:00,CERRADA,['840-18-5286'],['MNT-11167']
1221,VANDALISMO,2024-05-07T00:00:00,CERRADA,['191-97-3369'],['MNT-14328']
1222,VANDALISMO,2024-09-27T00:00:00,ABIERTA,"['134-29-4351', '602-87-0430']",['MNT-07096']
1223,MAL FUNCIONAMIENTO,2024-07-04T00:00:00,CERRADA,"['415-52-4599', '976-37-2618', '483-42-2005']",['MNT-07991']
1224,ROTURA,2024-03-02T00:00:00,ABIERTA,"['754-78-0650', '413-03-8444', '300-00-0761']",['MNT-00987']
1225,VANDALISMO,2023-12-30T00:00:00,ABIERTA,"['389-38-0858', '681-18-3487', '014-88-5736']",['MNT-11095']
1226,DESGASTE,2024-12-03T00:00:00,CERRADA,"['619-88-4234', '745-40-3149', '543-06-3252']",['MNT-00398']
1227,DESGASTE,2024-06-12T00:00:00,ABIERTA,['913-71-6806'],['MNT-00889']
1228,DESGASTE,2024-06-14T00:00:00,ABIERTA,['225-19-2117'],['MNT-00306']
1229,ROTURA,2024-03-29T00:00:00,ABIERTA,"['037-45-7696', '160-29-1596', '529-76-6548']",['MNT-11818']
1230,DESGASTE,2024-08-04T00:00:00,CERRADA,"['508-96-6447', '623-11-7762']","['MNT-01057', 'MNT-04314']"
1231,VANDALISMO,2024-05-31T00:00:00,ABIERTA,"['457-33-3719', '014-11-1873']","['MNT-06175', 'MNT-08842', 'MNT-14750']"
1232,MAL FUNCIONAMIENTO,2024-06-27T00:00:00,ABIERTA,"['663-70-2119', '934-99-9862', '661-68-9607']",['MNT-09490']
1233,VANDALISMO,2023-11-11T00:00:00,ABIERTA,['021-96-1907'],['MNT-04113']
1234,DESGASTE,2023-10-26T00:00:00,ABIERTA,['208-81-9841'],['MNT-04772']
1235,DESGASTE,2023-12-14T00:00:00,CERRADA,"['942-74-4949', '854-44-6813', '083-65-5168']",['MNT-03224']
1236,DESGASTE,2023-12-25T00:00:00,ABIERTA,"['783-67-8200', '174-43-1815', '691-01-6771']",['MNT-06575']
1237,VANDALISMO,2024-06-13T00:00:00,ABIERTA,['350-45-4120'],['MNT-13817']
1238,DESGASTE,2024-07-14T00:00:00,ABIERTA,"['745-40-3149', '653-63-7743']",['MNT-09880']
1239,VANDALISMO,2023-09-11T00:00:00,CERRADA,"['090-71-1760', '349-68-6684']","['MNT-11949', 'MNT-13192']"
1240,MAL FUNCIONAMIENTO,2024-09-26T00:00:00,ABIERTA,"['930-64-7730', '523-45-2596', '362-42-8620']",['MNT-13213']
1241,VANDALISMO,2023-12-06T00:00:00,CERRADA,"['598-29-4990', '392-24-6149']",['MNT-04325']
1242,MAL FUNCIONAMIENTO,2023-10-21T00:00:00,CERRADA,['765-44-1313'],['MNT-04577']
1243,MAL FUNCIONAMIENTO,2024-02-18T00:00:00,CERRADA,"['229-73-1110', '606-94-7939', '611-02-3305']",['MNT-10005']
1244,DESGASTE,2024-07-25T00:00:00,CERRADA,['696-02-7026'],['MNT-08384']
1245,MAL FUNCIONAMIENTO,2024-09-07T00:00:00,ABIERTA,"['333-56-5933', '413-57-6968', '722-17-2944']","['MNT-01947', 'MNT-10227']"
1246,MAL FUNCIONAMIENTO,2024-08-06T00:00:00,CERRADA,['370-35-8715'],"['MNT-06418', 'MNT-10182']"
1247,DESGASTE,2024-05-24T00:00:00,CERRADA,"['069-98-2091', '584-85-6575', '681-76-8441']",['MNT-08431']
1248,MAL FUNCIONAMIENTO,2024-08-13T00:00:00,CERRADA,['756-66-4031'],"['MNT-02194', 'MNT-05057']"
1249,ROTURA,2024-04-02T00:00:00,CERRADA,['715-42-0448'],"['MNT-10776', 'MNT-12743']"
1250,VANDALISMO,2024-08-16T00:00:00,CERRADA,"['703-77-8514', '143-66-6456', '955-44-9003']",['MNT-02493']
1251,ROTURA,2024-06-06T00:00:00,CERRADA,"['933-67-6190', '746-99-2061']",['MNT-10503']
1252,DESGASTE,2024-02-29T00:00:00,CERRADA,"['225-70-5302', '643-55-1622', '289-44-8758']",['MNT-06110']
1253,ROTURA,2024-02-07T00:00:00,ABIERTA,"['749-06-4916', '056-68-5391']",['MNT-00328']
1254,ROTURA,2024-08-28T00:00:00,ABIERTA,"['360-07-3018', '945-16-2807', '622-69-8849']","['MNT-02110', 'MNT-08881', 'MNT-13037']"
1255,MAL FUNCIONAMIENTO,2024-05-25T00:00:00,CERRADA,['294-68-4307'],['MNT-10463']
1256,MAL FUNCIONAMIENTO,2024-03-05T00:00:00,ABIERTA,"['281-15-0055', '227-45-6912']",['MNT-03786']
1257,MAL FUNCIONAMIENTO,2024-04-12T00:00:00,ABIERTA,"['425-57-4645', '936-38-3752']","['MNT-00949', 'MNT-12671']"
1258,MAL FUNCIONAMIENTO,2024-07-01T00:00:00,CERRADA,"['632-66-2440', '254-66-5684', '562-38-7616']",['MNT-02393']
1259,MAL FUNCIONAMIENTO,2024-08-04T00:00:00,CERRADA,['398-18-5781'],['MNT-10332']
1260,VANDALISMO,2024-05-02T00:00:00,ABIERTA,['657-02-4959'],['MNT-01839']
1261,ROTURA,2024-09-04T00:00:00,CERRADA,"['089-77-8486', '372-54-6673']","['MNT-03949', 'MNT-14710']"
1262,VANDALISMO,2024-05-31T00:00:00,ABIERTA,['035-88-2675'],['MNT-02454']
1263,MAL FUNCIONAMIENTO,2024-06-03T00:00:00,CERRADA,['430-12-9899'],['MNT-06290']
1264,VANDALISMO,2024-09-11T00:00:00,CERRADA,['012-50-7476'],['MNT-09539']
1265,VANDALISMO,2024-08-11T00:00:00,CERRADA,"['335-07-1390', '718-23-1322', '891-23-4784']",['MNT-02781']
1266,VANDALISMO,2024-06-11T00:00:00,ABIERTA,['488-16-1609'],['MNT-06994']
1267,DESGASTE,2024-08-16T00:00:00,CERRADA,"['571-12-0371', '213-43-2178']",['MNT-13447']
1268,MAL FUNCIONAMIENTO,2024-08-16T00:00:00,CERRADA,"['989-96-9927', '530-09-2743', '414-14-2238']","['MNT-00775', 'MNT-01230']"
1269,MAL FUNCIONAMIENTO,2024-06-25T00:00:00,CERRADA,"['802-63-7779', '906-17-4125', '901-57-6146']","['MNT-09203', 'MNT-10743']"
1270,DESGASTE,2024-07-11T00:00:00,CERRADA,['008-26-3728'],['MNT-09646']
1271,DESGASTE,2023-10-24T00:00:00,ABIERTA,"['080-11-2652', '701-61-6562']",['MNT-02823']
1272,MAL FUNCIONAMIENTO,2023-10-21T00:00:00,ABIERTA,"['422-29-3849', '902-67-4924']",['MNT-10146']
1273,VANDALISMO,2024-03-06T00:00:00,ABIERTA,"['455-81-6147', '826-89-7550', '187-75-3240']",['MNT-03126']
1274,ROTURA,2024-06-20T00:00:00,ABIERTA,['635-29-6405'],['MNT-06442']
1275,MAL FUNCIONAMIENTO,2023-12-08T00:00:00,CERRADA,['935-30-2836'],['MNT-12919']
1276,ROTURA,2024-05-27T00:00:00,ABIERTA,"['397-68-3310', '113-33-7283', '786-47-4969']","['MNT-07616', 'MNT-09854']"
1277,DESGASTE,2024-10-01T00:00:00,CERRADA,['814-12-4396'],"['MNT-13252', 'MNT-13875']"
1278,MAL FUNCIONAMIENTO,2024-10-02T00:00:00,ABIERTA,"['026-83-1920', '948-40-8967']",['MNT-03317']
1279,MAL FUNCIONAMIENTO,2024-03-29T00:00:00,CERRADA,['322-81-8693'],['MNT-04220']
1280,VANDALISMO,2024-02-14T00:00:00,CERRADA,['006-74-1764'],['MNT-05578']
1281,MAL FUNCIONAMIENTO,2024-10-02T00:00:00,CERRADA,"['674-84-7173', '896-46-3014', '579-27-2965']",['MNT-11224']
1282,ROTURA,2023-12-16T00:00:00,ABIERTA,['787-47-0344'],['MNT-01036']
1283,DESGASTE,2024-08-08T00:00:00,CERRADA,['949-53-5852'],['MNT-04028']
1284,MAL FUNCIONAMIENTO,2023-10-26T00:00:00,ABIERTA,['556-51-1172'],"['MNT-05961', 'MNT-13265']"
1285,VANDALISMO,2024-07-26T00:00:00,CERRADA,"['255-55-7829', '358-06-6698', '607-20-3951']",['MNT-08923']
1286,VANDALISMO,2024-08-02T00:00:00,ABIERTA,"['661-89-5876', '532-78-5662']",['MNT-09511']
1287,DESGASTE,2024-09-10T00:00:00,CERRADA,"['265-67-4062', '054-99-4926']",['MNT-06089']
1288,MAL FUNCIONAMIENTO,2024-08-09T00:00:00,ABIERTA,"['922-29-3220', '483-30-2733', '763-52-8340']",['MNT-04777']
1289,DESGASTE,2024-06-06T00:00:00,CERRADA,"['057-33-1220', '950-40-5738', '423-30-7401']",['MNT-01088']
1290,DESGASTE,2024-02-10T00:00:00,CERRADA,"['793-81-8630', '016-17-8269']",['MNT-12419']
1291,DESGASTE,2024-09-18T00:00:00,CERRADA,"['207-70-4153', '187-67-3168', '848-46-9664']",['MNT-09227']
1292,DESGASTE,2024-12-10T00:00:00,CERRADA,"['644-04-2601', '686-34-8312', '069-95-8687']",['MNT-13950']
1293,ROTURA,2024-03-31T00:00:00,ABIERTA,"['739-37-1384', '656-28-1334']",['MNT-04202']
1294,MAL FUNCIONAMIENTO,2024-06-04T00:00:00,CERRADA,"['300-73-4401', '970-12-7858']",['MNT-13141']
1295,VANDALISMO,2023-12-10T00:00:00,ABIERTA,"['778-55-2517', '183-05-5276']",['MNT-07820']
1296,ROTURA,2024-04-10T00:00:00,CERRADA,['220-73-3516'],['MNT-06328']
1297,ROTURA,2024-06-14T00:00:00,CERRADA,"['244-61-8437', '239-35-4690']",['MNT-05067']
1298,DESGASTE,2024-03-27T00:00:00,ABIERTA,['838-49-7672'],"['MNT-02569', 'MNT-05049', 'MNT-10311']"
1299,MAL FUNCIONAMIENTO,2024-07-29T00:00:00,ABIERTA,"['781-64-3623', '263-41-7132', '696-02-7026']",['MNT-11922']
1300,ROTURA,2024-03-29T00:00:00,CERRADA,"['847-33-0101', '176-58-1345']",['MNT-13697']
1301,DESGASTE,2024-06-25T00:00:00,CERRADA,"['216-77-1965', '492-13-4812', '732-65-2171']","['MNT-00119', 'MNT-07325', 'MNT-08778']"
1302,VANDALISMO,2024-06-26T00:00:00,ABIERTA,"['779-87-4992', '643-58-8824', '131-90-7573']",['MNT-07312']
1303,ROTURA,2024-01-17T00:00:00,CERRADA,"['579-47-4933', '504-03-1179']",['MNT-00577']
1304,VANDALISMO,2023-12-05T00:00:00,CERRADA,"['012-89-5647', '992-49-1408', '009-19-0361']","['MNT-07543', 'MNT-10194']"
1305,DESGASTE,2024-07-04T00:00:00,ABIERTA,['116-63-8124'],['MNT-07494']
1306,ROTURA,2023-12-05T00:00:00,ABIERTA,"['040-68-9716', '627-69-5200', '783-36-1408']",['MNT-07585']
1307,VANDALISMO,2024-05-03T00:00:00,CERRADA,"['604-91-9904', '626-79-9838', '010-19-8165']",['MNT-06625']
1308,ROTURA,2023-11-21T00:00:00,CERRADA,"['051-61-2177', '770-24-2945', '178-46-2198']",['MNT-01936']
